date,city,temperature_c,humidity_pct,wind_speed_mps,rainfall_mm,traffic_index,industrial_index,construction_index,festival_flag,crop_burning_flag,pm25,pm10,no2,so2,co,o3,pollution_event_text,aqi
2023-12-21,Mumbai,15.48,66.49,3.26,0.0,30.23,73.81,63.5,0,0,65.56,159.13,24.7,18.01,1.029,34.5,industrial emissions,169.96
2023-12-22,Chennai,16.08,66.28,3.29,0.0,52.95,68.57,59.37,0,0,79.76,99.86,46.95,18.35,1.358,23.68,normal urban conditions,201.11
2023-12-23,Chennai,15.53,71.18,3.4,0.0,66.01,49.3,60.11,0,0,74.27,69.91,41.62,17.86,1.323,21.3,normal urban conditions,177.09
2023-12-24,Chennai,14.33,77.2,2.48,0.0,50.09,48.5,63.23,0,0,80.81,111.72,42.22,19.95,1.193,12.54,normal urban conditions,180.12
2023-12-25,Bengaluru,8.71,75.56,2.53,0.0,86.52,46.64,36.91,0,0,86.05,93.09,53.63,19.82,1.562,9.81,heavy traffic,234.54
2023-12-26,Delhi,15.7,80.55,3.06,0.0,84.07,64.26,81.76,0,0,81.16,112.6,59.43,15.95,1.663,18.56,"heavy traffic, construction activity",239.97
2023-12-27,Hyderabad,18.11,64.5,3.15,0.0,44.95,40.29,45.78,0,0,64.28,85.34,35.76,16.25,0.956,29.83,normal urban conditions,199.77
2023-12-28,Hyderabad,15.52,57.65,2.67,0.0,55.4,83.05,43.12,0,0,73.59,99.08,48.1,21.56,1.358,22.6,industrial emissions,205.87
2023-12-29,Chennai,22.81,85.61,3.59,0.0,46.01,38.57,74.95,0,0,56.33,87.07,42.78,9.9,0.933,26.98,construction activity,160.84
2023-12-30,Mumbai,17.04,63.83,1.02,0.0,54.88,55.86,35.39,0,0,82.01,138.09,32.49,10.27,1.292,13.3,low wind,165.34
2023-12-31,Mumbai,20.87,61.5,2.32,0.0,54.39,47.88,54.41,0,0,78.51,119.54,34.5,15.09,1.167,26.42,normal urban conditions,177.5
2024-01-01,Delhi,18.72,68.04,2.86,0.0,77.27,43.89,33.54,0,0,67.06,128.67,44.75,9.54,1.153,15.43,heavy traffic,224.36
2024-01-02,Chennai,20.42,68.18,2.17,0.0,47.78,91.1,98.38,0,0,86.43,132.36,38.61,19.02,1.409,22.03,"construction activity, industrial emissions",213.26
2024-01-03,Bengaluru,18.78,64.79,5.16,0.0,20.13,44.1,94.17,0,0,32.62,107.48,22.41,12.0,0.834,24.86,construction activity,126.31
2024-01-04,Delhi,22.04,66.19,3.22,0.0,36.33,46.52,45.8,0,0,36.6,82.51,30.77,15.1,0.9,18.46,normal urban conditions,203.19
2024-01-05,Hyderabad,18.11,68.73,3.41,0.0,45.55,40.05,58.4,0,0,56.68,133.22,42.07,17.25,1.075,12.59,normal urban conditions,189.61
2024-01-06,Hyderabad,19.43,69.95,2.62,0.0,51.51,52.74,48.1,0,0,75.53,125.9,41.45,15.48,1.168,22.83,normal urban conditions,206.63
2024-01-07,Hyderabad,19.04,44.9,3.18,0.0,64.99,50.18,41.03,0,0,58.83,90.01,44.64,13.41,1.162,22.14,normal urban conditions,183.71
2024-01-08,Chennai,17.07,88.66,1.74,0.0,44.72,31.85,50.39,0,0,81.13,133.04,34.0,5.89,1.134,17.7,low wind,161.95
2024-01-09,Delhi,19.15,66.92,3.0,0.0,42.62,44.36,47.19,0,0,56.49,103.52,30.16,15.47,1.011,25.1,normal urban conditions,186.3
2024-01-10,Mumbai,24.64,70.36,2.08,0.0,47.13,62.97,17.59,0,0,62.84,100.59,48.36,17.16,1.21,32.26,normal urban conditions,219.79
2024-01-11,Delhi,17.13,56.03,2.87,0.0,44.15,70.49,53.26,0,0,64.07,111.17,49.69,16.63,1.153,25.34,industrial emissions,240.42
2024-01-12,Mumbai,19.2,63.65,0.3,0.0,53.13,52.43,47.15,0,0,89.68,141.44,38.04,18.89,1.178,24.64,low wind,225.33
2024-01-13,Chennai,21.71,59.88,1.85,0.0,52.44,53.06,54.24,0,0,62.63,70.37,53.05,11.92,1.211,19.25,low wind,181.33
2024-01-14,Chennai,21.36,81.55,4.96,0.0,73.02,45.5,46.45,0,0,62.5,101.13,41.88,12.23,1.316,17.53,normal urban conditions,185.94
2024-01-15,Delhi,17.97,63.36,4.2,0.0,46.17,42.96,40.79,0,0,45.73,106.48,31.58,13.14,1.197,23.46,normal urban conditions,192.71
2024-01-16,Bengaluru,10.79,81.83,4.78,0.0,56.28,35.45,65.5,0,0,53.01,107.09,40.57,10.99,1.205,11.57,normal urban conditions,167.4
2024-01-17,Mumbai,19.49,61.65,4.87,0.0,53.28,23.98,58.66,0,0,49.44,78.84,37.58,12.49,1.075,24.47,normal urban conditions,155.59
2024-01-18,Delhi,11.28,69.38,4.01,0.0,74.94,39.36,75.92,0,0,71.68,75.25,46.11,14.69,1.374,10.17,construction activity,200.15
2024-01-19,Mumbai,22.35,63.7,2.66,0.0,59.53,68.27,57.89,0,0,87.1,157.89,46.01,21.08,1.313,36.15,normal urban conditions,246.42
2024-01-20,Delhi,18.45,81.73,1.96,0.0,78.81,44.36,44.05,0,0,81.97,118.4,58.51,15.6,1.544,19.69,"heavy traffic, low wind",269.64
2024-01-21,Hyderabad,20.94,48.25,4.58,0.0,43.56,45.77,60.34,0,0,56.31,131.73,31.48,13.98,1.096,24.62,normal urban conditions,172.23
2024-01-22,Chennai,15.23,57.98,3.28,0.0,61.21,45.42,8.39,0,0,57.51,113.45,43.0,13.25,1.225,16.04,normal urban conditions,186.08
2024-01-23,Hyderabad,13.28,53.03,6.19,0.0,52.79,74.4,90.07,0,0,75.33,108.02,52.67,20.27,1.243,32.33,"construction activity, industrial emissions",250.24
2024-01-24,Bengaluru,18.72,57.82,2.76,0.0,42.38,35.29,53.49,0,0,54.18,57.03,26.83,12.08,0.844,12.58,normal urban conditions,122.17
2024-01-25,Hyderabad,17.84,61.2,5.57,0.0,60.92,56.99,91.69,0,0,62.1,104.26,40.11,16.26,1.325,15.55,construction activity,172.42
2024-01-26,Delhi,16.46,54.13,3.01,0.0,89.73,50.77,30.61,0,0,83.33,120.5,61.79,16.65,1.611,26.53,heavy traffic,258.39
2024-01-27,Delhi,18.19,61.72,4.8,0.0,48.35,53.22,25.65,0,0,44.98,99.93,41.42,15.93,1.244,22.28,normal urban conditions,198.1
2024-01-28,Mumbai,26.24,43.28,5.24,0.0,59.96,56.4,55.32,0,0,60.62,87.11,48.15,16.95,1.387,23.2,normal urban conditions,194.82
2024-01-29,Mumbai,20.44,57.31,1.97,0.0,41.0,53.03,55.25,0,0,89.58,132.02,30.88,13.11,1.063,18.53,low wind,181.52
2024-01-30,Chennai,21.09,79.04,2.62,0.0,38.65,66.27,54.76,0,0,58.67,108.77,41.73,21.65,1.105,18.08,normal urban conditions,185.98
2024-01-31,Chennai,20.47,71.51,1.96,0.0,49.4,51.47,51.72,0,0,86.28,143.66,40.0,11.92,1.06,21.39,low wind,191.96
2024-02-01,Chennai,24.94,66.22,1.72,0.0,58.8,83.4,35.44,0,0,76.14,110.83,65.59,21.66,1.541,34.65,"industrial emissions, low wind",264.76
2024-02-02,Bengaluru,19.93,57.82,4.0,0.0,59.51,52.8,18.29,0,0,68.64,116.64,48.23,13.99,1.276,26.26,normal urban conditions,193.45
2024-02-03,Hyderabad,14.34,56.4,2.96,0.0,62.38,21.34,53.66,0,0,67.87,117.54,39.28,13.66,1.175,26.28,normal urban conditions,213.02
2024-02-04,Bengaluru,19.93,56.45,3.26,0.0,39.63,63.49,22.35,0,0,60.05,118.48,40.56,19.81,1.201,19.15,normal urban conditions,196.71
2024-02-05,Hyderabad,22.94,65.31,3.87,0.0,55.98,59.06,20.46,0,0,56.25,84.88,43.77,16.44,1.231,26.39,normal urban conditions,207.3
2024-02-06,Bengaluru,17.59,78.17,0.97,0.0,74.03,52.59,40.39,0,0,83.8,67.42,56.68,20.08,1.388,7.41,low wind,198.57
2024-02-07,Bengaluru,19.97,76.84,4.74,0.0,44.27,47.33,56.61,0,0,46.84,92.66,30.46,14.01,1.263,21.04,normal urban conditions,151.7
2024-02-08,Bengaluru,18.42,75.21,2.78,0.0,60.32,13.94,87.76,0,0,69.4,113.42,45.56,11.87,1.105,19.93,construction activity,195.43
2024-02-09,Bengaluru,25.01,56.92,3.84,0.0,70.69,16.96,67.59,0,0,60.01,87.28,32.7,7.53,1.178,37.67,normal urban conditions,165.72
2024-02-10,Delhi,22.75,66.12,3.94,0.0,53.48,81.66,76.66,0,0,76.93,94.75,48.15,21.28,1.481,33.48,"construction activity, industrial emissions",244.93
2024-02-11,Bengaluru,22.45,62.87,4.84,0.0,71.46,41.46,61.07,0,0,48.88,88.64,39.69,10.84,1.332,21.0,normal urban conditions,156.65
2024-02-12,Mumbai,22.36,64.13,3.07,0.0,41.66,69.38,55.34,0,0,66.29,109.29,41.28,18.16,1.192,16.88,normal urban conditions,180.53
2024-02-13,Bengaluru,20.39,87.9,0.65,0.0,80.22,23.15,98.12,0,0,109.39,150.53,55.26,10.55,1.306,13.14,"heavy traffic, construction activity, low wind",212.46
2024-02-14,Hyderabad,21.09,49.42,3.27,0.0,71.85,33.16,21.54,0,0,68.23,67.62,34.74,14.94,1.31,21.61,normal urban conditions,214.99
2024-02-15,Chennai,16.94,67.59,3.44,0.0,66.89,64.22,39.74,0,0,71.27,81.65,48.12,15.26,1.416,28.32,normal urban conditions,181.24
2024-02-16,Mumbai,13.94,84.16,1.96,0.0,84.0,50.15,41.3,0,0,111.4,163.84,45.96,24.24,1.499,18.47,"heavy traffic, low wind",233.16
2024-02-17,Chennai,20.95,52.48,3.38,0.0,60.73,61.68,65.87,0,0,65.61,108.7,44.68,12.72,1.368,26.85,normal urban conditions,203.57
2024-02-18,Chennai,21.47,60.33,2.77,0.0,56.11,51.75,28.42,0,0,61.96,104.84,34.7,15.98,1.183,28.25,normal urban conditions,171.42
2024-02-19,Mumbai,24.13,59.62,1.59,0.0,87.96,48.26,63.27,0,0,75.71,95.38,57.14,15.59,1.641,17.16,"heavy traffic, low wind",217.34
2024-02-20,Hyderabad,25.21,61.92,4.01,0.0,95.45,39.76,59.59,1,0,82.42,123.88,51.86,14.98,1.61,19.47,"heavy traffic, festival fireworks",234.82
2024-02-21,Hyderabad,25.21,48.19,2.52,0.0,54.9,30.51,64.27,0,0,81.62,117.16,43.42,10.34,0.954,29.72,normal urban conditions,219.06
2024-02-22,Bengaluru,17.51,75.5,2.71,0.0,64.18,77.25,63.9,0,0,80.32,111.78,58.95,20.09,1.533,13.12,industrial emissions,221.68
2024-02-23,Bengaluru,19.44,74.85,2.64,0.0,82.72,80.21,78.77,0,0,81.41,99.2,59.37,18.14,1.775,9.03,"heavy traffic, construction activity, industrial emissions",233.07
2024-02-24,Chennai,21.94,71.53,4.68,0.0,64.75,33.3,47.02,0,0,65.5,94.13,46.01,17.95,1.407,13.91,normal urban conditions,170.51
2024-02-25,Mumbai,28.1,53.43,3.15,0.0,75.51,32.13,58.6,0,0,73.45,152.61,54.63,10.23,1.35,34.42,heavy traffic,224.42
2024-02-26,Hyderabad,24.94,65.21,3.29,0.0,78.49,45.74,33.27,0,0,78.41,111.51,44.49,13.87,1.481,21.27,heavy traffic,217.64
2024-02-27,Hyderabad,23.86,56.1,2.67,0.0,57.0,58.13,28.7,0,0,62.0,119.15,53.69,14.31,1.321,25.97,normal urban conditions,244.98
2024-02-28,Chennai,19.34,64.94,3.76,0.0,72.71,48.73,83.3,0,0,66.7,111.49,47.65,12.4,1.496,13.61,construction activity,180.7
2024-02-29,Mumbai,17.85,90.84,4.82,0.0,65.9,60.99,31.76,0,0,62.0,99.7,40.59,12.56,1.483,19.57,normal urban conditions,170.81
2024-03-01,Hyderabad,26.37,64.3,3.98,0.0,49.46,51.11,60.83,0,0,66.27,100.55,41.03,17.19,1.176,22.9,normal urban conditions,201.73
2024-03-02,Delhi,20.7,55.44,4.02,0.0,53.09,49.94,58.62,0,0,59.23,130.68,39.9,12.97,1.184,25.85,normal urban conditions,216.56
2024-03-03,Chennai,23.28,67.3,3.93,0.0,58.49,95.44,71.5,0,0,84.15,133.4,43.16,19.88,1.592,19.38,"construction activity, industrial emissions",205.82
2024-03-04,Mumbai,23.66,51.72,1.54,0.0,83.78,42.55,14.84,0,0,69.78,94.9,46.89,10.92,1.505,28.33,"heavy traffic, low wind",189.37
2024-03-05,Mumbai,28.78,49.66,2.15,0.0,84.31,81.52,65.82,0,0,98.13,129.4,70.59,20.96,1.648,24.18,"heavy traffic, industrial emissions",268.25
2024-03-06,Hyderabad,22.94,55.33,2.95,0.0,80.93,78.04,46.84,0,0,83.6,142.68,59.49,19.55,1.569,23.41,"heavy traffic, industrial emissions",261.22
2024-03-07,Hyderabad,16.68,65.68,2.33,0.0,75.97,61.07,36.0,0,0,72.19,62.37,62.18,16.85,1.505,17.39,heavy traffic,223.46
2024-03-08,Chennai,25.51,73.31,1.92,0.0,75.53,17.33,42.98,0,0,73.12,120.59,42.36,7.49,1.27,23.42,"heavy traffic, low wind",201.9
2024-03-09,Hyderabad,21.9,72.25,0.95,0.0,73.37,52.56,68.74,0,0,87.58,138.61,47.44,16.72,1.644,23.33,low wind,233.17
2024-03-10,Hyderabad,24.13,70.14,1.58,0.0,75.45,42.74,62.62,0,0,90.68,117.03,40.22,11.85,1.402,19.39,"heavy traffic, low wind",214.03
2024-03-11,Delhi,23.74,54.19,2.89,0.0,76.53,52.36,45.44,0,0,83.05,125.52,56.89,15.59,1.486,23.72,heavy traffic,264.47
2024-03-12,Delhi,23.18,60.16,3.12,0.0,46.46,32.87,25.22,0,0,55.55,108.73,37.95,11.84,0.972,24.83,normal urban conditions,195.57
2024-03-13,Mumbai,26.37,66.06,2.25,0.0,56.28,65.61,26.63,0,0,53.75,76.35,44.37,12.43,1.369,28.13,normal urban conditions,197.08
2024-03-14,Chennai,19.4,61.94,3.29,0.0,52.47,69.73,63.06,0,0,61.53,123.87,40.17,24.24,1.32,20.71,normal urban conditions,182.93
2024-03-15,Chennai,22.45,63.3,2.68,0.0,86.64,73.06,22.45,0,0,75.78,119.88,66.08,20.41,1.677,16.54,"heavy traffic, industrial emissions",237.04
2024-03-16,Bengaluru,26.05,67.98,4.51,0.0,95.39,45.12,45.64,1,0,75.04,114.0,53.8,14.76,1.585,24.78,"heavy traffic, festival fireworks",214.46
2024-03-17,Bengaluru,22.16,62.8,3.01,0.0,34.22,32.93,100.0,0,0,57.08,111.7,29.98,13.28,0.826,27.34,construction activity,162.99
2024-03-18,Mumbai,19.17,70.64,4.04,0.0,93.97,58.33,57.19,0,0,91.85,143.48,53.93,22.49,1.66,10.74,heavy traffic,244.84
2024-03-19,Delhi,26.01,79.52,3.44,0.0,70.32,83.61,62.84,0,0,91.85,173.12,51.86,23.79,1.577,13.51,industrial emissions,259.68
2024-03-20,Delhi,27.37,60.92,1.52,0.0,85.13,53.25,26.78,0,0,78.66,128.19,59.48,16.57,1.602,21.11,"heavy traffic, low wind",252.96
2024-03-21,Mumbai,23.87,76.89,3.09,0.0,77.03,60.14,23.45,0,0,80.11,132.49,44.09,14.5,1.495,20.55,heavy traffic,210.45
2024-03-22,Mumbai,18.12,74.71,1.72,0.0,91.97,47.77,63.92,1,0,105.88,145.56,57.93,12.99,1.757,3.62,"heavy traffic, low wind, festival fireworks",216.87
2024-03-23,Delhi,26.12,48.85,3.07,0.0,72.28,42.94,42.35,0,0,66.98,144.55,53.1,8.46,1.468,30.52,normal urban conditions,259.84
2024-03-24,Mumbai,19.02,57.46,2.31,0.0,47.11,63.85,71.47,0,0,85.22,101.11,42.4,16.11,1.18,20.29,construction activity,196.52
2024-03-25,Delhi,24.93,56.02,3.66,0.0,67.24,50.09,50.86,0,0,60.14,74.94,52.5,17.0,1.28,8.53,normal urban conditions,202.35
2024-03-26,Bengaluru,21.34,58.32,1.59,0.0,77.18,59.26,100.0,0,0,96.86,142.4,62.32,18.38,1.529,14.95,"heavy traffic, construction activity, low wind",230.32
2024-03-27,Chennai,20.52,66.53,3.22,0.0,65.47,61.14,38.55,0,0,59.84,116.39,53.67,18.63,1.392,19.2,normal urban conditions,213.7
2024-03-28,Bengaluru,22.67,72.07,3.89,0.0,79.45,58.26,55.78,0,0,66.74,65.41,48.95,14.77,1.548,9.41,heavy traffic,186.61
2024-03-29,Hyderabad,23.45,77.94,4.29,0.0,67.88,62.04,32.12,0,0,52.47,98.15,47.84,18.58,1.405,28.34,normal urban conditions,202.33
2024-03-30,Hyderabad,22.07,69.43,2.28,0.0,59.4,36.65,70.64,0,0,63.53,107.88,44.24,15.34,1.099,23.11,construction activity,198.01
2024-03-31,Mumbai,25.77,59.31,3.22,0.0,51.55,35.55,58.81,0,0,61.1,121.28,35.02,6.01,1.085,29.8,normal urban conditions,160.06
2024-04-01,Delhi,26.16,42.66,3.42,0.0,63.73,51.23,30.78,0,0,57.35,109.43,42.34,16.11,1.294,20.07,normal urban conditions,212.04
2024-04-02,Hyderabad,30.44,61.2,5.06,0.0,73.27,51.67,43.65,0,0,58.71,71.73,43.73,21.51,1.418,30.28,normal urban conditions,226.14
2024-04-03,Hyderabad,28.34,62.22,1.42,0.0,38.65,42.6,77.44,0,0,67.87,95.76,51.76,12.94,0.977,21.5,"construction activity, low wind",230.29
2024-04-04,Delhi,25.41,65.84,2.11,0.0,57.52,56.34,75.03,0,0,97.18,122.37,43.97,8.45,1.273,22.73,construction activity,231.32
2024-04-05,Hyderabad,24.9,85.43,6.57,0.0,38.05,68.35,21.71,0,0,29.37,92.93,41.66,15.5,1.123,23.91,normal urban conditions,181.03
2024-04-06,Mumbai,22.56,78.42,2.87,0.0,60.13,73.38,40.68,1,0,72.08,120.68,43.86,13.3,1.38,20.51,"industrial emissions, festival fireworks",203.75
2024-04-07,Delhi,28.37,69.79,0.93,0.0,89.16,77.42,86.43,0,0,100.71,129.73,73.46,17.48,1.813,30.89,"heavy traffic, construction activity, industrial emissions, low wind",291.61
2024-04-08,Bengaluru,26.44,53.67,2.5,0.0,51.02,28.33,46.66,0,0,57.73,106.5,34.78,7.86,0.975,27.07,normal urban conditions,147.52
2024-04-09,Hyderabad,20.38,62.4,0.3,0.0,81.25,31.07,53.67,0,0,92.93,112.09,52.05,14.76,1.324,18.48,"heavy traffic, low wind",199.41
2024-04-10,Bengaluru,25.89,62.73,3.49,0.0,100.0,46.79,70.54,0,0,93.02,170.13,47.17,16.82,1.66,30.61,"heavy traffic, construction activity",243.87
2024-04-11,Bengaluru,24.8,56.69,4.17,0.0,93.26,53.45,23.36,0,0,80.07,128.2,62.82,16.58,1.636,32.21,heavy traffic,272.46
2024-04-12,Chennai,32.23,64.25,2.11,0.0,72.14,47.71,31.21,0,0,72.66,127.39,57.43,18.31,1.299,28.63,normal urban conditions,244.05
2024-04-13,Chennai,22.39,69.69,2.64,0.0,83.73,42.05,43.53,0,0,74.03,140.53,44.94,12.03,1.372,31.3,heavy traffic,211.35
2024-04-14,Bengaluru,23.18,54.69,4.31,0.0,48.09,46.52,74.09,0,0,74.81,138.29,44.46,14.66,1.146,22.54,construction activity,198.04
2024-04-15,Chennai,30.83,72.19,1.1,0.0,44.83,60.7,70.4,0,0,52.59,103.46,34.83,23.3,1.254,25.4,"construction activity, low wind",177.92
2024-04-16,Hyderabad,31.57,60.72,1.61,0.0,70.46,28.07,64.4,0,0,77.59,117.59,49.24,13.25,1.309,28.11,low wind,235.12
2024-04-17,Chennai,25.27,46.82,2.93,0.0,76.38,94.18,47.22,0,0,89.36,150.87,57.62,23.82,1.693,25.37,"heavy traffic, industrial emissions",258.31
2024-04-18,Bengaluru,25.6,63.36,2.3,0.0,87.51,52.38,72.59,0,0,108.62,145.66,63.99,13.08,1.477,22.3,"heavy traffic, construction activity",254.1
2024-04-19,Bengaluru,29.35,64.07,2.85,0.0,60.9,70.92,46.95,0,0,57.93,90.6,50.4,17.1,1.422,21.45,industrial emissions,184.06
2024-04-20,Chennai,20.52,77.16,1.68,0.0,73.09,41.56,61.56,0,0,79.19,157.18,54.66,10.64,1.248,13.07,low wind,219.27
2024-04-21,Hyderabad,21.92,63.08,3.46,0.0,72.55,62.34,68.24,0,0,64.99,95.08,58.31,22.02,1.488,23.26,normal urban conditions,233.44
2024-04-22,Bengaluru,26.66,71.42,3.02,0.0,67.9,53.8,83.94,0,0,63.2,81.25,46.19,10.93,1.324,32.48,construction activity,196.96
2024-04-23,Mumbai,32.15,61.17,3.86,0.0,68.84,67.42,48.87,0,0,69.51,130.87,49.84,20.53,1.298,34.04,normal urban conditions,240.69
2024-04-24,Chennai,26.19,50.31,3.44,0.0,56.32,48.42,42.75,0,0,68.26,98.17,35.29,16.49,1.335,29.08,normal urban conditions,166.97
2024-04-25,Bengaluru,27.8,48.19,3.45,0.0,74.48,79.93,75.9,0,0,95.92,143.88,53.35,14.98,1.523,36.25,"construction activity, industrial emissions",241.47
2024-04-26,Bengaluru,30.9,71.39,1.46,0.0,73.12,25.14,77.44,1,0,86.32,161.74,57.62,14.45,1.25,26.56,"construction activity, low wind, festival fireworks",230.88
2024-04-27,Hyderabad,33.82,70.09,3.79,0.0,62.96,69.09,39.13,0,0,75.61,91.66,52.73,17.28,1.41,21.27,normal urban conditions,215.92
2024-04-28,Chennai,25.77,66.99,2.8,0.0,80.65,54.14,27.9,0,0,73.24,112.55,46.84,11.7,1.505,21.69,heavy traffic,187.79
2024-04-29,Delhi,27.45,77.54,3.0,0.0,86.45,33.67,74.38,0,0,88.39,156.92,60.77,13.48,1.527,23.37,"heavy traffic, construction activity",265.54
2024-04-30,Delhi,32.97,69.29,4.46,0.0,80.84,87.14,17.17,1,0,93.97,139.81,60.13,18.47,1.684,24.23,"heavy traffic, industrial emissions, festival fireworks",269.14
2024-05-01,Hyderabad,25.5,70.79,2.34,0.0,52.25,85.28,16.14,0,0,69.77,106.02,54.09,20.03,1.419,27.8,industrial emissions,243.52
2024-05-02,Bengaluru,33.14,49.49,4.82,0.0,70.52,14.67,44.63,1,0,69.34,155.37,41.89,7.83,1.21,36.84,festival fireworks,206.01
2024-05-03,Chennai,27.01,80.21,4.93,0.0,54.35,55.18,50.05,0,0,46.68,94.3,43.29,13.19,1.123,11.1,normal urban conditions,167.13
2024-05-04,Hyderabad,30.37,65.9,4.1,0.0,70.47,64.7,26.8,0,0,72.61,119.82,37.81,13.79,1.503,25.78,normal urban conditions,180.88
2024-05-05,Bengaluru,29.33,57.41,2.02,0.0,54.41,59.95,52.44,0,0,83.63,153.7,51.88,18.98,1.178,6.92,normal urban conditions,233.84
2024-05-06,Hyderabad,27.19,56.09,0.58,0.0,89.36,79.28,53.33,0,0,111.69,162.82,50.6,20.66,1.705,25.58,"heavy traffic, industrial emissions, low wind",260.19
2024-05-07,Chennai,27.11,65.39,4.49,0.0,81.46,75.54,38.39,0,0,62.49,130.27,61.77,19.87,1.704,24.35,"heavy traffic, industrial emissions",259.73
2024-05-08,Bengaluru,30.89,43.47,3.33,0.0,87.38,56.77,88.67,0,0,83.85,112.34,56.15,14.99,1.606,42.21,"heavy traffic, construction activity",252.8
2024-05-09,Hyderabad,33.05,65.66,2.31,0.0,85.76,92.99,56.6,0,0,100.27,159.1,68.43,22.03,1.867,38.63,"heavy traffic, industrial emissions",300.48
2024-05-10,Chennai,29.67,51.49,4.61,0.0,64.6,68.86,70.57,0,0,73.69,121.79,48.74,15.81,1.469,34.67,construction activity,246.79
2024-05-11,Delhi,30.27,64.32,2.17,0.0,62.12,45.67,18.88,0,0,66.79,93.93,51.4,12.05,1.155,20.21,normal urban conditions,231.01
2024-05-12,Chennai,31.78,54.34,2.69,0.0,96.8,42.06,18.7,0,0,90.09,128.81,57.06,18.86,1.723,21.83,heavy traffic,239.47
2024-05-13,Delhi,27.15,60.15,3.83,0.0,66.29,74.38,57.2,0,0,61.24,111.22,52.15,21.55,1.515,18.04,industrial emissions,237.21
2024-05-14,Mumbai,32.28,51.63,1.86,0.0,47.25,37.73,85.1,0,0,68.64,150.32,40.69,11.35,0.996,40.24,"construction activity, low wind",219.03
2024-05-15,Chennai,32.52,57.42,3.07,0.0,85.05,44.62,27.8,0,0,54.74,106.26,63.83,9.65,1.527,22.62,heavy traffic,209.85
2024-05-16,Bengaluru,37.87,74.18,4.51,0.0,71.23,47.69,50.87,0,0,72.15,101.16,49.8,9.53,1.452,27.23,normal urban conditions,197.96
2024-05-17,Chennai,28.93,75.4,3.45,0.0,93.02,58.4,23.3,0,0,84.2,102.74,49.98,14.44,1.691,18.57,heavy traffic,206.62
2024-05-18,Bengaluru,28.69,65.26,4.7,0.0,72.82,48.52,33.63,0,0,94.19,128.83,43.35,15.09,1.584,17.14,normal urban conditions,200.09
2024-05-19,Bengaluru,32.37,58.89,4.56,0.0,68.61,28.29,51.86,0,0,67.22,87.4,44.85,11.88,1.362,31.06,normal urban conditions,185.59
2024-05-20,Mumbai,32.52,67.48,3.21,0.0,93.35,72.92,38.15,0,0,89.6,113.9,68.76,19.11,1.817,28.86,"heavy traffic, industrial emissions",290.28
2024-05-21,Delhi,28.46,73.18,0.4,0.0,44.31,44.72,21.89,0,0,71.63,106.95,35.97,15.16,1.032,9.3,low wind,208.42
2024-05-22,Delhi,28.85,53.3,1.87,0.0,59.56,88.36,21.44,0,0,73.79,105.32,66.5,18.02,1.48,18.36,"industrial emissions, low wind",268.45
2024-05-23,Mumbai,31.69,58.85,4.12,0.0,54.73,57.47,10.28,0,0,53.48,109.42,43.41,20.72,1.204,30.15,normal urban conditions,194.24
2024-05-24,Delhi,27.58,44.27,1.34,0.0,33.81,74.81,57.53,0,0,73.85,104.01,43.72,18.38,1.115,27.35,"industrial emissions, low wind",224.28
2024-05-25,Hyderabad,28.83,72.85,2.81,0.0,82.9,63.36,59.95,0,0,67.07,68.04,48.28,18.02,1.68,22.31,heavy traffic,208.27
2024-05-26,Bengaluru,30.33,81.22,3.61,0.0,60.01,75.67,59.85,0,0,78.68,90.85,55.3,17.14,1.316,29.18,industrial emissions,242.55
2024-05-27,Chennai,33.05,59.47,4.96,0.0,83.41,62.27,29.82,0,0,67.16,108.63,50.52,17.9,1.676,18.94,heavy traffic,214.66
2024-05-28,Hyderabad,28.25,40.78,2.51,0.0,75.15,56.23,68.12,0,0,97.4,125.66,47.32,22.23,1.564,24.48,heavy traffic,252.32
2024-05-29,Chennai,24.54,70.71,2.43,0.0,78.64,71.68,62.14,0,0,88.07,106.25,54.4,15.5,1.67,26.63,"heavy traffic, industrial emissions",234.11
2024-05-30,Chennai,24.31,55.74,3.14,0.0,61.64,96.75,48.15,0,0,71.87,149.93,62.31,19.13,1.56,20.14,industrial emissions,230.58
2024-05-31,Chennai,26.28,56.77,3.62,0.0,56.7,47.14,44.86,0,0,62.87,122.45,44.42,11.95,1.256,27.83,normal urban conditions,196.48
2024-06-01,Hyderabad,27.06,69.12,3.01,1.1,67.44,66.31,35.02,0,0,72.16,112.27,44.94,16.61,1.561,16.56,normal urban conditions,196.9
2024-06-02,Mumbai,30.54,62.97,4.46,0.48,80.71,51.91,51.84,0,0,68.02,116.43,47.52,13.74,1.525,21.47,heavy traffic,220.29
2024-06-03,Chennai,27.43,57.72,2.24,0.37,65.19,61.11,80.34,0,0,69.99,112.36,57.76,13.66,1.401,13.69,construction activity,201.23
2024-06-04,Mumbai,28.89,55.08,3.34,2.96,54.77,52.76,70.76,0,0,60.97,86.65,40.93,15.29,1.394,12.88,construction activity,170.71
2024-06-05,Hyderabad,28.68,62.98,3.73,0.13,46.82,13.16,42.88,0,0,40.08,108.76,34.3,13.79,0.915,22.88,normal urban conditions,175.85
2024-06-06,Delhi,29.68,56.93,2.72,0.14,69.27,48.4,58.77,0,0,71.81,131.23,52.57,14.29,1.291,30.64,normal urban conditions,242.28
